title,author,pages,SalesRank,ASIN,tags,year
Broadway Bodies: A Critical History of Conformity,Ryan Donovan,336,361782,0197551084,nonfiction;staff picks;eye-opening reads;no biz like show biz;identity & culture,2023
Brooklyn Crime Novel,Jonathan Lethem,384,444413,0062938827,historical fiction;mysteries & thrillers;seriously great writing;the states we’re in,2023
Brotherless Night,V.V. Ganeshananthan,368,176658,0812997158,historical fiction;staff picks;book club ideas;eye-opening reads;tales from around the world,2023
Brutes,Dizz Tate,304,1061780,1646221672,realistic fiction;the dark side;the states we’re in;mysteries & thrillers,2023
"Burn It Down: Power, Complicity, and a Call for Change in Hollywood",Maureen Ryan,400,85049,0063269279,nonfiction;staff picks;eye-opening reads;no biz like show biz;rather long;identity & culture;book club ideas,2023
But She Is Also Jane,Laura Read,96,1494329,1625347146,"short stories, essays & poetry;staff picks;family matters;funny stuff;identity & culture",2023
But Will You Love Me Tomorrow: An Oral History of the '60s Girl Groups,Laura Flam and Emily Sieu Liebowitz,448,342714,0306829770,nonfiction;biography & memoir;staff picks;eye-opening reads;for music lovers;rather long;for history lovers,2023
Cassandra in Reverse,Holly Smale,368,114596,0778334538,"sci fi, fantasy & speculative fiction;staff picks;book club ideas;identity & culture",2023
Chain Gang All Stars,Nana Kwame Adjei-Brenyah,384,67775,0593317335,"sci fi, fantasy & speculative fiction;staff picks;book club ideas;eye-opening reads;seriously great writing;the dark side;the states we’re in;for sports lovers",2023
Check & Mate,Ali Hazelwood,368,8738,0593619919,realistic fiction;love & romance;young adult;staff picks,2023
Chetna's Indian Feasts: Everyday meals and easy entertaining,Chetna Makan,224,205158,0600637670,cookbooks & food;tales from around the world,2023
Choosing Family: A Memoir of Queer Motherhood and Black Resistance,Francesca T. Royster,288,1024217,1419756176,nonfiction;biography & memoir;book club ideas;eye-opening reads;family matters;identity & culture,2023
Comedy Book: How Comedy Conquered Culture – and the Magic That Makes It Work,Jesse David Fox,368,522837,0374604711,nonfiction;staff picks;eye-opening reads;no biz like show biz;funny stuff;it’s all geek to me,2023
Company: The Radically Casual Art of Cooking for Others,Amy Thielen,352,305658,132400150X,cookbooks & food;family matters,2023
"Congratulations, The Best Is Over!: Essays",R. Eric Thomas,240,974879,0593496264,"nonfiction;biography & memoir;short stories, essays & poetry;staff picks;funny stuff;identity & culture",2023
Cousins,"Aurora Venturini, translated by Kit Maude",208,1126416,1593767293,realistic fiction;family matters;seriously great writing;the dark side;tales from around the world;rather short,2023
Crook Manifesto,Colson Whitehead,336,164656,0385545150,realistic fiction;mysteries & thrillers;book club ideas;identity & culture;seriously great writing;the states we’re in;the dark side;historical fiction,2023
Curlfriends: New in Town,Sharee Miller,288,6484,0316591459,comics & graphic novels;kids’ books;family matters,2023
Damned If You Do,Alex Brown,345,1910605,1645679993,"sci fi, fantasy & speculative fiction;young adult;identity & culture",2023
Day,Michael Cunningham,288,106361,0399591346,realistic fiction;staff picks;book club ideas;seriously great writing;family matters,2023
Dayswork,Chris Bachelder and Jennifer Habel,240,773944,1324065400,realistic fiction;book club ideas;family matters;seriously great writing;rather short,2023
Deliver Me From Nowhere: The Making of Bruce Springsteen's Nebraska,Warren Zanes,320,75356,0593237412,nonfiction;for music lovers;no biz like show biz;it’s all geek to me,2023
Disruptions: Stories,Steven Millhauser,288,1070999,0593535413,"sci fi, fantasy & speculative fiction;short stories, essays & poetry;seriously great writing;the dark side;the states we’re in",2023
Dragon Palace,"Hiromi Kawakami, translated by Ted Goossen",160,284348,1737625350,"sci fi, fantasy & speculative fiction;short stories, essays & poetry;funny stuff;let’s talk about sex;tales from around the world;rather short",2023
Eagle Drums,Nasuġraq Rainey Hopson,256,76838,1250750652,"kids’ books;family matters;identity & culture;the states we’re in;sci fi, fantasy & speculative fiction",2023
Easily Slip into Another World: A Life in Music,Henry Threadgill and Brent Hayes Edwards,416,566567,1524749079,nonfiction;biography & memoir;staff picks;for music lovers;rather long,2023
Ed Mitchell's Barbeque,Ed Mitchell and Ryan Mitchell with Zella Palmer,288,280243,006308838X,family matters;cookbooks & food;staff picks;for history lovers;identity & culture;the states we’re in,2023
Edith Holler,Edward Carey,400,1088387,059318890X,"sci fi, fantasy & speculative fiction;mysteries & thrillers;staff picks;book club ideas;rather long;the dark side;no biz like show biz",2023
Egg: A Dozen Ovatures,Lizzie Stark,240,935872,0393531503,nonfiction;staff picks;book club ideas;science!;it’s all geek to me;rather short,2023
Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,336,9720,059350013X,"sci fi, fantasy & speculative fiction;staff picks;love & romance",2023
"Empty Theatre: A Novel: or The Lives of King Ludwig II of Bavaria and Empress Sisi of Austria (Queen of Hungary), Cousins, in Their Pursuit of Connection and Beauty...",Jac Jemc,464,982521,0374277923,historical fiction;staff picks;book club ideas;eye-opening reads;seriously great writing;tales from around the world;rather long,2023
Every Rising Sun,Jamila Ahmed,432,1224622,1250887070,historical fiction;identity & culture;seriously great writing;tales from around the world;rather long,2023
Evil Eye,Etaf Rum,352,728013,0062987909,realistic fiction;staff picks;family matters;identity & culture,2023
Family Lore,Elizabeth Acevedo,384,195588,0063207265,"sci fi, fantasy & speculative fiction;love & romance;staff picks;book club ideas;family matters;identity & culture;seriously great writing",2023
Family Meal,Bryan Washington,320,535490,0593421094,realistic fiction;family matters;identity & culture;seriously great writing;book club ideas,2023
Family Style: Memories of an American From Vietnam,Thien Pham,240,33972,125080972X,nonfiction;biography & memoir;comics & graphic novels;young adult;family matters;identity & culture;rather short;cookbooks & food,2023
Feed Them Silence,Lee Mandelo,112,194824,1250824508,"sci fi, fantasy & speculative fiction;staff picks;science!;identity & culture;rather short",2023
Fire Weather: A True Story From a Hotter World,John Vaillant,432,121632,1524732850,nonfiction;staff picks;eye-opening reads;science!;tales from around the world;rather long;book club ideas;seriously great writing,2023
Forget Me Not,Julie Soto,352,41453,1538740885,realistic fiction;love & romance;staff picks;let’s talk about sex,2023
Four Battlegrounds: Power in the Age of Artificial Intelligence,Paul Scharre,496,512712,0393866866,staff picks;eye-opening reads;it’s all geek to me;nonfiction;science!;rather long,2023
Fourth Wing,Rebecca Yarros,,,,"sci fi, fantasy & speculative fiction;staff picks;let’s talk about sex;rather long",2023
From From: Poems,Monica Youn,136,555353,1644452219,"short stories, essays & poetry;identity & culture",2023
"Georgie, All Along: An Uplifting and Unforgettable Love Story",Kate Clayborn,352,112120,1496737296,love & romance;staff picks;family matters;funny stuff;the states we’re in,2023
Girlfriends,Emily Zhou,184,266063,1736716840,"realistic fiction;short stories, essays & poetry;staff picks;identity & culture;rather short",2023
Glassworks,Olivia Wolfgang-Smith,368,1752100,1635578779,realistic fiction;family matters;for art lovers;identity & culture;seriously great writing;historical fiction,2023
"Glitter Everywhere! Where It Came From, Where It's Found & Where It's Going","Chris Barton, illustrated by Chaaya Prabhat",48,289980,1623542529,nonfiction;kids’ books;science!;it’s all geek to me;for art lovers,2023
Gone to the Wolves,John Wray,400,1352880,0374603332,realistic fiction;for music lovers;funny stuff;identity & culture;seriously great writing;rather long,2023
"Good Night, Irene",Luis Alberto Urrea,416,145145,0316265853,rather long;historical fiction;tales from around the world;love & romance;family matters;eye-opening reads;book club ideas;staff picks,2023
Hang the Moon,Jeannette Walls,368,77607,1501117297,historical fiction;book club ideas;family matters;the states we’re in,2023
Happy Place,Emily Henry,400,6946,0593441273,realistic fiction;love & romance;staff picks;let’s talk about sex;rather long,2023
He Who Drowned the World,Shelley Parker-Chan,496,232325,1250621828,"historical fiction;sci fi, fantasy & speculative fiction;let’s talk about sex;tales from around the world;rather long",2023
Hello Beautiful,Ann Napolitano,400,4449,0593243730,realistic fiction;staff picks;family matters;rather long;for sports lovers;book club ideas,2023
"Henry, Like Always","Jenn Bailey, illustrated by Mika Song",48,171545,179721389X,kids’ books;identity & culture;funny stuff,2023
Hestia Strikes a Match,Christine Grillo,400,1402837,0374609977,"realistic fiction;sci fi, fantasy & speculative fiction;love & romance;staff picks;funny stuff;the states we’re in;rather long",2023
"Hey, Hun: Sales, Sisterhood, Supremacy, and the Other Lies Behind Multilevel Marketing",Emily Lynn Paulson,384,874310,1955905258,nonfiction;biography & memoir;staff picks;family matters;it’s all geek to me;identity & culture;eye-opening reads,2023
"Hi Honey, I'm Homo!: Sitcoms, Specials, and the Queering of American Culture",Matt Baume,288,315557,1637743017,nonfiction;identity & culture;staff picks;no biz like show biz;for history lovers;eye-opening reads,2023
Hijab Butch Blues: A Memoir,Lamya H,304,1225688,0593448766,nonfiction;biography & memoir;staff picks;identity & culture;tales from around the world,2023
"Hit Girls: Women of Punk in the USA, 1975-1983",Jen B. Larson,240,936687,1627311238,nonfiction;staff picks;for art lovers;for music lovers;identity & culture;rather short;for history lovers,2023
Holly,Stephen King,464,12613,1668016133,rather long;mysteries & thrillers;the dark side,2023
Homestead,Melinda Moustakis,272,679189,1250845556,historical fiction;staff picks;book club ideas;eye-opening reads;the states we’re in,2023
House of Cotton,Monica Brashears,304,204472,1250851912,"sci fi, fantasy & speculative fiction;mysteries & thrillers;staff picks;family matters;identity & culture;let’s talk about sex;seriously great writing;the dark side",2023
How to Say Babylon: A Memoir,Safiya Sinclair,352,83813,1982132337,nonfiction;biography & memoir;eye-opening reads;family matters;identity & culture;tales from around the world,2023
How to Say Goodbye,Wendy MacNaughton,128,87757,1639730850,nonfiction;biography & memoir;comics & graphic novels;staff picks;eye-opening reads;family matters;rather short,2023
How to Sell a Haunted House,Grady Hendrix,432,128988,0593201264,mysteries & thrillers;staff picks;book club ideas;family matters;the dark side;rather long,2023
Huda F Cares,Huda Fahmy,208,117272,0593532805,comics & graphic novels;kids’ books;family matters;identity & culture;young adult,2023
I Have Some Questions for You,Rebecca Makkai,448,152448,0593490142,rather long;realistic fiction;mysteries & thrillers;staff picks;book club ideas;the dark side,2023
I Must Be Dreaming,Roz Chast,128,127070,1620403226,rather short;nonfiction;biography & memoir;comics & graphic novels;staff picks;funny stuff;it’s all geek to me,2023
I'm From,"Gary R. Gray Jr., illustrated by Oge Mora",,,,kids’ books;identity & culture,2023
Ice: From Mixed Drinks to Skating Rinks – a Cool History of a Hot Commodity,Amy Brady,336,715003,0593422198,nonfiction;eye-opening reads;for history lovers;it’s all geek to me;cookbooks & food,2023
Idlewild,James Frankie Thomas,400,135950,1419769146,realistic fiction;staff picks;identity & culture;rather long,2023
Immortal Longings,Chloe Gong,384,528642,1668000229,"sci fi, fantasy & speculative fiction;love & romance;staff picks",2023
Impossible People: A Completely Average Recovery Story,Julia Wertz,320,110194,0762468254,comics & graphic novels;nonfiction;biography & memoir;funny stuff;book club ideas,2023
Imposter Syndrome and Other Confessions of Alejandra Kim,Patricia Park,304,95800,0593563379,realistic fiction;young adult;staff picks;book club ideas;identity & culture,2023
In Memoriam,Alice Winn,400,100624,0593534565,rather long;historical fiction;staff picks;book club ideas;identity & culture;the dark side;tales from around the world,2023
Ink Blood Sister Scribe,Emma Törzs,,,,"sci fi, fantasy & speculative fiction;family matters;rather long;love & romance",2023
Invisible Son,Kim Johnson,416,200369,0593482107,mysteries & thrillers;young adult;family matters;identity & culture;the dark side;rather long;realistic fiction,2023
Invitation to a Banquet: The Story of Chinese Food,Fuchsia Dunlop,480,110572,0393867137,nonfiction;biography & memoir;cookbooks & food;staff picks;tales from around the world;rather long;eye-opening reads,2023
Jovita Wore Pants: The Story of a Mexican Freedom Fighter,"Aida Salazar, illustrated by Molly Mendoza",48,563669,1338283413,nonfiction;kids’ books;for history lovers;biography & memoir;tales from around the world,2023
Judas Goat: Poems,Gabrielle Bates,104,717956,1953534643,"short stories, essays & poetry;staff picks;identity & culture;the states we’re in",2023
Judgment at Tokyo: World War II on Trial and the Making of Modern Asia,Gary J. Bass,912,154205,1101947101,nonfiction;staff picks;tales from around the world;for history lovers;rather long,2023
Julieta and the Romeos,Maria E. Andreu,400,1291357,0062996541,love & romance;young adult;funny stuff;rather long,2023
"Juliette or, the Ghosts Return in the Spring","Camille Jourdy, translated by Aleshia Jensen",236,1271728,1770466649,comics & graphic novels;family matters;realistic fiction;tales from around the world;rather short,2023
Kafka: A Manga Adaptation,"Nishioka Kyodai, translated by David Yang",176,331732,1782279849,"sci fi, fantasy & speculative fiction;comics & graphic novels;for art lovers;the dark side;tales from around the world;rather short",2023
Kala,Colin Walsh,416,768664,0385549636,mysteries & thrillers;staff picks;book club ideas;family matters;tales from around the world;rather long,2023
Kantika,Elizabeth Graver,304,444432,1250869846,historical fiction;love & romance;book club ideas;family matters;identity & culture;tales from around the world;staff picks,2023
King: A Life,Jonathan Eig,688,54554,0374279292,biography & memoir;nonfiction;staff picks;eye-opening reads;for history lovers;rather long;seriously great writing,2023
Künstlers in Paradise,Cathleen Schine,272,1017024,1250805902,historical fiction;book club ideas;family matters;seriously great writing;the states we’re in,2023
Land of Milk and Honey,C Pam Zhang,240,291839,0593538242,"rather short;sci fi, fantasy & speculative fiction;staff picks;book club ideas;eye-opening reads;seriously great writing;cookbooks & food",2023
Landscapes,Christine Lai,230,1774633,1953387381,"realistic fiction;sci fi, fantasy & speculative fiction;for art lovers;seriously great writing;the dark side;rather short",2023
Leg: The Story of a Limb and the Boy Who Grew From It,Greg Marshall,304,1069663,1419763601,nonfiction;staff picks;family matters;funny stuff;identity & culture;biography & memoir,2023
Lesbian Love Story: A Memoir In Archives,Amelia Possanza,288,1377821,1646221052,nonfiction;biography & memoir;love & romance;staff picks;eye-opening reads;for history lovers;identity & culture,2023
Like Lava In My Veins,"Derrick Barnes, illustrated by Shawn Martinbrough",40,90245,0525518746,comics & graphic novels;kids’ books;staff picks;identity & culture,2023
Liliana’s Invincible Summer: A Sister’s Search for Justice,Cristina Rivera Garza,320,109103,0593244095,nonfiction;biography & memoir;staff picks;eye-opening reads;family matters;seriously great writing;tales from around the world,2023
Limitless: The Federal Reserve Takes on a New Age of Crisis,Jeanna Smialek,384,302490,0593320239,nonfiction;staff picks;eye-opening reads;for history lovers;the states we’re in;it’s all geek to me,2023
Lone Women,Victor LaValle,304,179675,052551208X,historical fiction;staff picks;book club ideas;identity & culture;the dark side,2023
Loot,Tania James,304,313821,0593535979,historical fiction;for history lovers;funny stuff;identity & culture;seriously great writing;tales from around the world,2023
Losing Our Religion: An Altar Call for Evangelical America,Russell Moore,272,148870,0593541782,nonfiction;biography & memoir;staff picks;identity & culture;the states we’re in,2023
Lou Reed: The King of New York,Will Hermes,560,92706,0374193398,nonfiction;biography & memoir;eye-opening reads;for music lovers;rather long,2023
Love and Other Flight Delays,Denise Williams,432,1019280,0593441079,"realistic fiction;short stories, essays & poetry;staff picks;let’s talk about sex;love & romance",2023
Lunar Love,Lauren Kung Jessen,336,331119,1538710250,love & romance;realistic fiction;identity & culture;cookbooks & food,2023
Madonna: A Rebel Life,Mary Gabriel,880,124860,0316456470,nonfiction;biography & memoir;staff picks;for music lovers;identity & culture;rather long,2023
"Maggie Lou, Firefox","Arnolda Dufour Bowes, illustrated by Karlene Harvey",220,2228272,1773068814,kids’ books;family matters;funny stuff;identity & culture,2023
Make It Japanese: Simple Recipes for Everyone: A Cookbook,Rie McClenny with Sanaë Lemoine,256,18107,0593236351,cookbooks & food;tales from around the world,2023
Mama Shamsi at the Bazaar,"Mojdeh Hassani and Samira Iravani, illustrated by Maya Fidawi",40,321918,0593110617,kids’ books;funny stuff;tales from around the world;family matters,2023
Mascot,Charles Waters and Traci Sorell,256,86964,1623543800,kids’ books;identity & culture;realistic fiction;for sports lovers;the states we’re in,2023
"Mass Supervision: Probation, Parole, and the Illusion of Safety and Freedom",Vincent Schiraldi,352,680008,1620978172,nonfiction;biography & memoir;staff picks;book club ideas;eye-opening reads;for history lovers;identity & culture;the states we’re in,2023
Master Slave Husband Wife: An Epic Journey From Slavery to Freedom,Ilyon Woo,416,35239,1501191055,nonfiction;biography & memoir;book club ideas;eye-opening reads;identity & culture;for history lovers;the states we’re in;rather long,2023
Mater 2-10,"Hwang Sok-yong, translated by Sora Kim-Russell and Youngjae Josephine Bae",486,954423,1957363312,historical fiction;realistic fiction;family matters;seriously great writing;tales from around the world;rather long,2023
Mexikid,Pedro Martín,320,11581,0593462297,biography & memoir;comics & graphic novels;kids’ books;family matters;funny stuff;tales from around the world;nonfiction;seriously great writing,2023
Mimosa,Archie Bongiovanni,272,1082337,141975243X,comics & graphic novels;staff picks;book club ideas;identity & culture,2023
Mobility,Lydia Kiesling,368,294236,1638930562,realistic fiction;book club ideas;eye-opening reads;family matters;seriously great writing,2023
MoneyZen: The Secret to Finding Your 'Enough',Manisha Thakor with Lisa Sweetingham,208,631007,0063247968,rather short;nonfiction;staff picks;eye-opening reads;book club ideas,2023
Monsters: A Fan's Dilemma,Claire Dederer,288,95658,0525655115,nonfiction;book club ideas;for art lovers;identity & culture;seriously great writing;staff picks;for music lovers;no biz like show biz,2023
Monstrilio,Gerardo Sámano Córdova,336,1205395,1638930368,"sci fi, fantasy & speculative fiction;identity & culture;the dark side;tales from around the world;family matters",2023
More Is More: Get Loose in the Kitchen: A Cookbook,Molly Baz,304,8609,0593578848,cookbooks & food,2023
Mr. Texas,Lawrence Wright,336,538204,0593537378,realistic fiction;funny stuff;the states we’re in;book club ideas,2023
Much Ado About Nada,Uzma Jalaluddin,320,946577,0593336380,realistic fiction;love & romance;staff picks;identity & culture,2023
"My Father, the Panda Killer",Jamie Jo Hoang,384,364819,0593642961,historical fiction;young adult;family matters;identity & culture;tales from around the world;the states we’re in,2023
My Head Has a Bellyache: And More Nonsense for Mischievous Kids and Immature Grown-Ups,"Chris Harris, illustrated by Andrea Tsurumi",192,158447,0316592595,"kids’ books;short stories, essays & poetry;funny stuff",2023
My Murder,Katie Williams,304,110004,0593543769,"sci fi, fantasy & speculative fiction;mysteries & thrillers;staff picks;book club ideas;the dark side;funny stuff",2023
My Name Is Barbra,Barbra Streisand,992,12329,0525429522,rather long;for music lovers;staff picks;no biz like show biz;nonfiction;biography & memoir,2023
My Picture Diary,"Fujiwara Maki, translated by Ryan Holmberg",284,289777,1770466622,nonfiction;biography & memoir;comics & graphic novels;staff picks;family matters,2023
My Powerful Hair,"Carole Lindstrom, illustrated by Steph Littlebird",48,50550,1419759434,kids’ books;identity & culture;family matters,2023
My Strange Shrinking Parents,Zeno Sworder,40,1462785,1760762954,kids’ books;family matters;identity & culture;for art lovers,2023
Nestlings,Nat Cassidy,304,42390,1250265258,"sci fi, fantasy & speculative fiction;family matters;identity & culture;the dark side",2023
Night Vision: Seeing Ourselves through Dark Moods,Mariana Alessandri,216,978689,0691215456,nonfiction;staff picks;it’s all geek to me;the dark side;rather short,2023
Nineteen Claws and a Black Bird: Stories,"Agustina Bazterrica, translated by Sarah Moses",176,81550,1668012669,"rather short;sci fi, fantasy & speculative fiction;short stories, essays & poetry;seriously great writing;the dark side;tales from around the world",2023
None of This Is True,Lisa Jewell,384,10902,1982179007,mysteries & thrillers;staff picks;book club ideas;the dark side;rather long,2023
North Woods,Daniel Mason,384,8987,0593597036,historical fiction;staff picks;book club ideas;seriously great writing,2023
Old God's Time,Sebastian Barry,272,171872,0593296109,realistic fiction;seriously great writing;the dark side;tales from around the world;mysteries & thrillers,2023
On Minimalism: Documenting a Musical Movement,Kerry O’Brien and William Robin (editors),470,593777,0520382080,nonfiction;staff picks;for music lovers;rather long;no biz like show biz;for history lovers,2023
On a Woman’s Madness,"Astrid Roemer, translated by Lucy Scott",284,2036369,1949641430,realistic fiction;identity & culture;let’s talk about sex;seriously great writing;tales from around the world,2023
Once More With Feeling,Elissa Sussman,416,69640,059335737X,realistic fiction;love & romance;staff picks;no biz like show biz;let’s talk about sex;rather long;for music lovers,2023
Opposable Thumbs: How Siskel & Ebert Changed Movies Forever,Matt Singer,352,131668,0593540158,nonfiction;no biz like show biz;it’s all geek to me;staff picks;biography & memoir,2023
Ordinary Notes,Christina Sharpe,392,222623,0374604487,nonfiction;biography & memoir;book club ideas;identity & culture;staff picks;seriously great writing,2023
"Oscar Wars: A History of Hollywood in Gold, Sweat, and Tears",Michael Schulman,608,141877,0062859013,rather long;nonfiction;staff picks;no biz like show biz;eye-opening reads;for history lovers;book club ideas,2023
Our Hideous Progeny,C.E. McGill,400,683109,0063256797,"rather long;historical fiction;sci fi, fantasy & speculative fiction;staff picks;science!;the dark side;family matters;book club ideas",2023
Our Incredible Library Book (and the wonderful journeys it took),"Caroline Crowe, illustrated by John Joseph",36,41854,1782507418,kids’ books;staff picks,2023
Our Migrant Souls: A Meditation on Race and the Meanings and Myths of “Latino”,Héctor Tobar,256,564488,037460990X,nonfiction;biography & memoir;eye-opening reads;for history lovers;identity & culture;seriously great writing;the states we’re in;book club ideas,2023
Our Share of Night,"Mariana Enriquez, translated by Megan McDowell",608,35606,0451495152,"rather long;historical fiction;sci fi, fantasy & speculative fiction;mysteries & thrillers;seriously great writing;tales from around the world",2023
Outrageous: A History of Showbiz and the Culture Wars,Kliph Nesteroff,320,337791,141976098X,nonfiction;staff picks;eye-opening reads;no biz like show biz;identity & culture,2023
Owner of a Lonely Heart: A Memoir,Beth Nguyen,256,942016,1982196343,nonfiction;biography & memoir;family matters;identity & culture;the states we’re in,2023
Parachute Kids: A Graphic Novel,Betty C. Tang,288,21897,1338832689,comics & graphic novels;kids’ books;family matters;identity & culture;the states we’re in,2023
Pay As You Go,Eskor David Johnson,500,1126666,195211974X,realistic fiction;funny stuff;rather long,2023
People Collide,Isle McElroy,256,1216778,0063283751,"sci fi, fantasy & speculative fiction;book club ideas;family matters;let’s talk about sex;tales from around the world;identity & culture;love & romance",2023
Pineapple Street,Jenny Jackson,320,114218,059349069X,realistic fiction;staff picks;book club ideas;family matters;funny stuff;the states we’re in,2023
Pockets: An Intimate History of How We Keep Things Close,Hannah Carlson,320,473822,1643751549,nonfiction;eye-opening reads;for history lovers;it’s all geek to me,2023
"Poverty, by America",Matthew Desmond,304,9556,0593239911,nonfiction;staff picks;book club ideas;eye-opening reads;the states we’re in,2023
Prom Mom: A Thriller,Laura Lippman,320,599898,0062998064,mysteries & thrillers;staff picks;book club ideas;the dark side;family matters,2023
Promises of Gold,"José Olivarez, translated by David Ruano González",320,769407,1250878497,"short stories, essays & poetry;staff picks;family matters;identity & culture",2023
Promposal,RaeChell Garrett,368,374858,031637170X,love & romance;young adult;funny stuff,2023
Prophet Song,Paul Lynch,310,220995,0861546865,"sci fi, fantasy & speculative fiction;family matters;the dark side;tales from around the world;seriously great writing",2023
Quietly Hostile: Essays,Samantha Irby,304,115607,0593315693,"nonfiction;biography & memoir;short stories, essays & poetry;staff picks;no biz like show biz;funny stuff",2023
Rainbow Shopping,Qing Zhuang,40,1410404,0823449777,cookbooks & food;kids’ books;family matters;identity & culture,2023
Raw Dog: The Naked Truth About Hot Dogs,Jamie Loftus,320,60814,1250847745,nonfiction;biography & memoir;staff picks;funny stuff;cookbooks & food;the states we’re in,2023
"Real Self-Care: A Transformative Program for Redefining Wellness (Crystals, Cleanses, and Bubble Baths Not Included)",Pooja Lakshmin,288,20941,0593489721,nonfiction;staff picks;eye-opening reads;identity & culture;book club ideas,2023
Recoding America: Why Government Is Failing in the Digital Age and How We Can Do Better,Jennifer Pahlka,336,49731,1250266777,nonfiction;staff picks;eye-opening reads;it’s all geek to me;the states we’re in,2023
Remember,"Joy Harjo, illustrated by Michaela Goade",40,64755,0593484843,"kids’ books;identity & culture;seriously great writing;short stories, essays & poetry;for art lovers",2023
Ringmaster: Vince McMahon and the Unmaking of America,Abraham Josephine Riesman,464,288893,1982169443,nonfiction;biography & memoir;staff picks;eye-opening reads;for sports lovers;no biz like show biz;rather long,2023
Road to Surrender: Three Men and the Countdown to the End of World War II,Evan Thomas,336,77488,0399589252,nonfiction;staff picks;book club ideas;eye-opening reads;seriously great writing;for history lovers,2023
Roaming,Jillian Tamaki and Mariko Tamaki,444,184585,1770464336,comics & graphic novels;love & romance;staff picks;the states we’re in;rather long,2023
Roman Stories,"Jhumpa Lahiri, translated by Jhumpa Lahiri and Todd Portnowitz",224,138246,0593536320,"realistic fiction;short stories, essays & poetry;book club ideas;identity & culture;seriously great writing;tales from around the world;rather short",2023
Romantic Comedy,Curtis Sittenfeld,320,114315,0399590943,realistic fiction;love & romance;staff picks;no biz like show biz;funny stuff,2023
Romney: A Reckoning,McKay Coppins,416,89971,1982196203,rather long;nonfiction;biography & memoir;staff picks;eye-opening reads;for history lovers;the states we’re in,2023
"Roommates: A Totally Uplifting, Dramatic and Emotional Women's Fiction Novel",Ola Tundun,404,2045760,1805080814,rather long;love & romance;staff picks,2023
Rootless,Krystle Zara Appiah,368,684186,0593500458,realistic fiction;book club ideas;family matters;love & romance;identity & culture;tales from around the world,2023
Rough Sleepers: Dr. Jim O’Connell’s Urgent Mission to Bring Healing to Homeless People,Tracy Kidder,320,158401,1984801430,nonfiction;biography & memoir;staff picks;book club ideas;eye-opening reads,2023
Ruby Lost and Found,Christina Li,304,901992,0063008939,realistic fiction;kids’ books;family matters;identity & culture,2023
Safe and Sound: A Renter-Friendly Guide to Home Repair,Mercury Stardust,224,45021,0744079071,nonfiction;staff picks;identity & culture;it’s all geek to me,2023
Shubeik Lubeik,Deena Mohamed,528,103147,1524748412,"sci fi, fantasy & speculative fiction;comics & graphic novels;book club ideas;tales from around the world;rather long",2023
Sidle Creek,Jolene McIlwain,256,1280486,1685890415,"realistic fiction;book club ideas;family matters;identity & culture;the states we’re in;short stories, essays & poetry",2023
Sing Her Down,Ivy Pochoda,288,1111846,0374608482,realistic fiction;mysteries & thrillers;book club ideas;the dark side;the states we’re in,2023
Small Mercies: A Detective Mystery,Dennis Lehane,320,81832,0062129481,historical fiction;realistic fiction;mysteries & thrillers;staff picks;book club ideas;identity & culture;seriously great writing;the states we’re in;the dark side,2023
Soil: The Story of a Black Mother's Garden,Camille T. Dungy,336,269747,1982195304,nonfiction;biography & memoir;staff picks;family matters;identity & culture;seriously great writing;book club ideas,2023
Some Desperate Glory,Emily Tesh,448,909838,1250834988,"sci fi, fantasy & speculative fiction;book club ideas;rather long",2023
Someone Else's Shoes,Jojo Moyes,448,130211,1984879294,realistic fiction;staff picks;family matters;rather long,2023
Something Wild & Wonderful,Anita Kelly,384,492647,1538754886,love & romance;identity & culture;let’s talk about sex;the states we’re in;realistic fiction,2023
Sordidez,E.G. Condé,158,1373225,1777682363,"sci fi, fantasy & speculative fiction;book club ideas;identity & culture;tales from around the world;rather short",2023
Spare,"Prince Harry, The Duke of Sussex",416,14405,0593593804,nonfiction;biography & memoir;book club ideas;eye-opening reads;family matters;staff picks;rather long;tales from around the world,2023
Starling House,Alix E. Harrow,320,29416,1250799058,"sci fi, fantasy & speculative fiction;the dark side;the states we’re in;love & romance;staff picks",2023
Start Here: Instructions for Becoming a Better Cook: A Cookbook,Sohla El-Waylly,656,19231,0593320468,rather long;cookbooks & food;staff picks;eye-opening reads,2023
Starter Villain,John Scalzi,272,79326,0765389223,"sci fi, fantasy & speculative fiction;staff picks;funny stuff",2023
Stolen,"Ann-Helén Laestadius, translated by Rachel Willson-Broyles",400,70543,1668007169,realistic fiction;mysteries & thrillers;staff picks;book club ideas;identity & culture;tales from around the world;rather long;the dark side,2023
Study for Obedience,Sarah Bernstein,208,204680,1039009069,rather short;historical fiction;staff picks;book club ideas;family matters;tales from around the world;the dark side,2023
Sunshine Nails,Mai Nguyen,304,1382257,1668010496,realistic fiction;family matters;identity & culture,2023
Sunshine: A Graphic Novel,Jarrett J. Krosoczka,240,40915,1338356313,rather short;family matters;realistic fiction;staff picks;nonfiction;comics & graphic novels;biography & memoir;kids’ books,2023
"Sure, I'll Join Your Cult: A Memoir of Mental Illness and the Quest to Belong Anywhere",Maria Bamford,288,74001,1982168560,nonfiction;biography & memoir;staff picks;family matters;no biz like show biz;funny stuff,2023
